Company Name,Website,Address,Phone Number,Customer Name,Position,Customer Phone Number,Email Address,Specialise,,,,,,,,,
Công Ty TNHH Vận Tải Lâm Vinh,www.lamvinh.vn,"Số 34 Đường D4 KDC Jamona, 722 Đào Trí, P. Phú Thuận, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 54012626,Hotline,,(028) 54012626,hcns@lamvinh.vn,vận tải container,,,,,,,,,
Trường Giang Logistics - Công Ty TNHH Vận Tải Trường Giang Logistics,www.truonggianglogistics.com,"Số 32, Đường số 11, KDC Cityland Park Hills, Phường 10, Quận Gò Vấp,TP. Hồ Chí Minh, Việt Nam",0847 04 8686,Hotline,,0968 626281(),info.@truonggianglogistics.com,vận tải container,,,,,,,,,
Công ty TNHH Thương mại và Tiếp vận Toàn Cầu,www.transworld.vn,"P906 tòa nhà GP Invest, 170 Đê La Thành, Q Đống Đa,Hà Nội, Việt Nam",(024) 62776535,Mr. Nguyễn Trọng Hiệp,Giám đốc,0913 232 468,hiepnt@transworld.vn,vận tải container,,,,,,,,,
Giao Nhận Hàng Hóa Interlink - Công Ty Cổ Phần Interlink,www.interlink.com.vn,"47 Điện Biên Phủ, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",0937 48 18 98,Hotline,,0937 481 898(),info@interlink.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Một Thành Viên Dịch Vụ Vận Tải Thái Hùng,www.vantaithaihung.com,"58/11E, ấp Tiền Lân, X. Bà Điểm, H. Hóc Môn,TP. Hồ Chí Minh, Việt Nam",22005656,,,,ketoan.thaihung1994@gmail.com,vận tải container,,,,,,,,,
Công Ty Cổ Phần Đầu Tư Tiến Đạt,www.vantaitiendat.com.vn,"Số 6 Đường Số 22, P. 11, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 62571898,,,,tiendat@vantaitiendat.com.vn,vận tải container,,,,,,,,,
Chi Nhánh 1 - Công Ty Cổ Phần Giao Nhận Vận Tải Xuất Nhập Khẩu Kiến An,www.giaonhankienan.vn,"89A Lý Phục Man, P. Bình Thuận, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 37626346,Ông Nguyễn Văn Tuấn,,0919 007 165,kienanco@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải Nguyên Lợi,www.vantainguyenloi.vn,"259 Bình Lợi, P.13, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35534563,Hotline,,918871799,info@vantainguyenloi.vn,vận tải container,,,,,,,,,
Công Ty TNHH TMDV Long Tiền,www.dragonlines.vn,"33 ĐS 5, KDC Lê Thành, P.An Lạc, Q.Bình Tân,TP. Hồ Chí Minh, Việt Nam",902506345,,,,thanh@dragonlines.vn,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải Và DVHH Nhật Bình,www.nhatbinhtrans.com,"15/4 Đường 1, KP. 6, Trường Thọ, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 37310688,,,,truonggiabinh@vnn.vn,vận tải container,,,,,,,,,
Đỗ Hồng Hải - Công Ty TNHH Đỗ Hồng Hải,,"680/8 ấp Tân Định,Huyền Châu, X. Tân Thông Hội, H. Củ Chi,TP. Hồ Chí Minh, Việt Nam",(028) 37923708,,,,dohaihong@vnn.vn,vận tải container,,,,,,,,,
Công Ty TNHH MTV Giao Nhận Đường Thăng,www.slinevn.com,"Số 348 Đường Bến Vân Đồn, P. 1, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 54012418,,,,sales2@ slinevn.com,vận tải container,,,,,,,,,
Phú Thành - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Phú Thành,www.phuthanhtrans.com,"232/18 Quốc Lộ 13, P. 26, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 62946711,,,,vantaisaigon76a@yahoo.com.vn,vận tải container,,,,,,,,,
Thanh Trúc - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Thanh Trúc,,"Số 135/37/12 Nguyễn Hữu Cảnh, P. 22,TP. Hồ Chí Minh, Việt Nam",(028) 38408532,,,,vantaithanhtruc9@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải DBQ,,"31/6/4F Đường 160, Khu Phố 3, P. Tăng Nhơn Phú A, Q. 9,TP. Hồ Chí Minh, Việt Nam",979781932,,,,vantai@transporttanhuynhgia.com,vận tải container,,,,,,,,,
Quốc Dân - Công Ty Cổ Phần Quốc Dân,,"260/4/19 Nguyễn Thái Bình, P. 12, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38426610,,,,,vận tải container,,,,,,,,,
Công Ty Cổ Phần Mai Thành,www.maithanhcorp.com.vn,"28 Mạc Đĩnh Chi, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38275204,,,,"mtcorp@hcm.fpt.vn, info@maithanhcorp.com.vn",vận tải container,,,,,,,,,
Tín Thành - Công Ty Cổ Phần Chuyển Phát Nhanh Tín Thành,www.ttcvina.com,"Cổng 2, Thăng Long, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38112112,,,,trphong1987@yahoo.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Unlimited Access Việt Nam,,"10/15 Nguyễn Đình Chiểu, P. Đa Kao, Q. 1,TP. Hồ Chí Minh, Việt Nam",906693623,,,,namhv.unlimitedaccess@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải Biển Viễn Dương,www.khicongnghiepviet.com,"101/3 Đường 53, P. Tân Quy, Q. 7,TP. Hồ Chí Minh, Việt Nam",(028) 36030679,,,,lethanhtung221092@gmail.com,vận tải container,,,,,,,,,
Tân Việt Khánh - Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Cơ Khí Tân Việt Khánh,,"402 Lê Quý Đôn, P. Bình Thọ, Q. Thủ Đức,TP. Hồ Chí Minh, Việt Nam",(028) 37222094,,,,tvkcontainer@hcm.vnn.vn,vận tải container,,,,,,,,,
Doanh Nghiệp Tư Nhân Đất Quê Hương,,"40 Đường 6, P. 5, Q. Gò Vấp,TP. Hồ Chí Minh, Việt Nam",(028) 38957689,,,,,vận tải container,,,,,,,,,
Công Ty TNHH KALY,,"41/1 P403 Đường Lê Văn Linh, P. 13, Q. 4,TP. Hồ Chí Minh, Việt Nam",(028) 66800890,,,,kalyline@gmail.com,vận tải container,,,,,,,,,
Cường Phương - Công Ty TNHH Thương Mại Dịch Vụ Cường Phương,,"248A Nguyễn Thị Định, P. An Phú, Q. 2,TP. Hồ Chí Minh, Việt Nam",(028) 37470725,,,,,vận tải container,,,,,,,,,
APL-NOL Việt Nam - Công Ty TNHH APL-NOL Việt Nam,www.apl.com,"22 Phạm Ngọc Thạch, P. 6, Q. 3,TP. Hồ Chí Minh, Việt Nam",(028) 38221199,,,,hua_joo_tan@apl.com,vận tải container,,,,,,,,,
Công Ty TNHH Giao Nhận Quốc Tế Bảo Tín,www.btilogistics.com.vn,"39/2C Hồ Bá Chân, Phước Long A, Q. 9,TP. Hồ Chí Minh, Việt Nam",(028) 37283934,,,,info@btilogistics.com.vn,vận tải container,,,,,,,,,
Công Ty Cổ Phần TM DV Vận Tải Phú Thành,www.phuthanhtrans.com,"232/18 Qlộ 13 , P. 26 , Q. Bình Thạnh ,TP. Hồ Chí Minh, Việt Nam",(028) 62949711,,,,vantaisaigon76a@yahoo.com.vn,vận tải container,,,,,,,,,
Trọng Tín - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Trọng Tín,,"A29 Nguyễn Văn Quá, P. Đông Hưng Thuận, Q. 12,TP. Hồ Chí Minh, Việt Nam",(028) 37150030,,,,,vận tải container,,,,,,,,,
Công Ty TNHH TM DV Vận Chuyển Long Thịnh Phát,www.longthinhphat.com.vn,"49 Thăng Long, P. 4, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",979576886,,,,longthinhphatexpress@gmail.com,vận tải container,,,,,,,,,
Công Ty Transcontainer (Việt Nam) Liên Doanh,,"Tầng6, Tòa Nhà OSIC, 8 Nguyễn Huệ, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38274359,,,,kim.oanh@transcontainer.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Container Sài Gòn,,"177 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38210221,,,,containersaigon@hcm.vnn.vn,vận tải container,,,,,,,,,
Khánh Thái - Công Ty TNHH Vận Tải Khánh Thái,,"286 Điện Biên Phủ, P. 22, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35123435,,,,khanhthai_vt@yahoo.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Song Phát,,"48/26 Điện Biên Phủ, P. 22, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 62945482,,,,songphat9999@yahoo.com,vận tải container,,,,,,,,,
Trung Đức - Công Ty Cổ Phần Vận Tải - Thương Mại Trung Đức,,"44/1C Quốc Lộ 1A,ấp Đông Lân, X. Bà Điểm, H. Hóc Môn,TP. Hồ Chí Minh, Việt Nam",(028) 38802535,,,,vantaitrungduc@yahoo.com,vận tải container,,,,,,,,,
Hoàng Long - Công Ty TNHH Vận Tải Xuất Nhập Khẩu Hoàng Long,,"150 Điện Biên Phủ,Cư Xá 30 Tháng 4, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35126519,,,,,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Thái Dương Toàn Cầu,www.sunglobalvn.com,"Tầng 1, Tòa Nhà Bến Thành Tourist, 32-34 Ngô Đức Kế, P. Bến Nghé, Q. 1,TP. Hồ Chí Minh, Việt Nam",(028) 38223018,,,,sales03@sunglobalvn.com,vận tải container,,,,,,,,,
Công Tín - Công Ty TNHH Vận Tải Công Tín,,"118 Bàu Cát 3, P. 14, Q. Tân Bình,TP. Hồ Chí Minh, Việt Nam",(028) 38491352,,,,congtin.co@hcm.fpt.vn,vận tải container,,,,,,,,,
Ngọc Báu - Công Ty TNHH Dịch Vụ Giao Nhận Vận Tải Thương Mại Ngọc Báu,,"3/12 Đường D1, P. 25, Q. Bình Thạnh,TP. Hồ Chí Minh, Việt Nam",(028) 35120244,,,,,vận tải container,,,,,,,,,
Công Ty Cổ Phần Phát Triển Hàng Hải Việt Nam - Nam Hòa Depot,www.muabancontainer.com,"Km Số 7, Xa lộ Hà Nội, P.Phư&#7899c Long A, Q.9TP. Hồ Chí Minh, Việt Nam",(028) 38475630,,,,khanhbd@vimadeco.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Dịch Vụ Giao Nhận Vận Tải Biển Xanh,,"28/5 Đường Số 4, P. Thạnh Mỹ Lợi, Q. 2,TP. Hồ Chí Minh, Việt Nam",(028) 37422756,,,,seo2@bienxanhco.net,vận tải container,,,,,,,,,
Logistics Hưng Thịnh Phát - Công Ty TNHH Hưng Thịnh Phát,www.hungthinhphatdn.com,"Số 96/97, Đường Đồng Khởi, Khu Phố 4, P. Tân Hiệp, Tp. Biên Hoà,Đồng Nai, Việt Nam",(0251) 8823338,Ông Nguyễn Duy Hưng,Giám Đốc,0913 778 489(),duyhung@hungthinhphatdn.com,vận tải container,,,,,,,,,
Vận Tải Long Phát - Công Ty TNHH Thương Mại Và Dịch Vụ Vận Tải Long Phát,www.longphattransport.com,"Đường Tránh Võ Nguyên Giáp, Thành Phố Biên Hòa,Đồng Nai, Việt Nam",0975 836 873,Hotline,,0975 836 873(),vtlongphat@gmail.com,vận tải container,,,,,,,,,
Vận Tải Nam Quốc - Công Ty TNHH Vận Tải Nam Quốc,www.vantainamquoc.com,"Số 309, KP. Long Khánh 3, P. Tam Phước, TP. Biên Hòa,Đồng Nai, Việt Nam",(0251) 8689123,Mr. Hòa,,0934 797 959(),namquoc@vantainamquoc.vn,vận tải container,,,,,,,,,
Chành Xe Miền Tây - Nhà Xe Ngọc Thịnh,www.nhaxengocthinh.com,"Đồng Nai,Đồng Nai, Việt Nam",0919 843 222,Hotline,,0973 483 122(),,vận tải container,,,,,,,,,
Vận Tải Đại Ngọc Phát - Công Ty TNHH Thương Mại Dịch Vụ Đại Ngọc Phát,www.vantaidaingocphat.com,"E14A, Tổ 12, KP. 5, P. Tân Hiệp, TP. Biên Hòa,Đồng Nai, Việt Nam",0989 020 667,Mr. Phan Văn Tiệm,Giám Đốc,0989 020 667(),daingocphat.ht@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Một Thành Viên TM - DV XNK Trí Tín,www.tritinlogistics.vn,"53/56 KP 2, P. Tân Phong, TP. Biên Hòa,Đồng Nai, Việt Nam",(0251) 2606565,Ông Võ Trấn An,,0946 722 939,tritincompany@gmail.com,vận tải container,,,,,,,,,
Công Ty Cổ Phần Thương Mại Dịch Vụ Đông Sơn Việt Nam,www.dongsonlogistics.com,"KKT Vũng Áng, P. Kỳ Long, TX. Kỳ Anh,Hà Tĩnh, Việt Nam",943083777,Ông Lê Thanh Phú,,0911.264.579,dongsonlogistics@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Giao Nhận Minh Sơn,www.minhson.net.vn,"Số 1787 Tổ 3, KP. Vườn Dừa, P. Phước Tân, TP. Biên Hòa,Đồng Nai, Việt Nam",0989.169.289,Mr. Nguyễn Văn Sinh,,0989 169 289,info@minhson.net.vn,vận tải container,,,,,,,,,
Công Ty TNHH Container Toàn Phát,www.toanphatcontainer.com,"Lữ Đoàn 972 , KP. 3, P. Long Bình Tân, TP. Biên Hòa,Đồng Nai, Việt Nam",919400187,Ông Phạm Đức Huấn,,0983 217 987,huanpham75@gmail.com,vận tải container,,,,,,,,,
Vận Tải Tâm Cường Phát - Công Ty TNHH Vận Tải Tâm Cường Phát,www.tamcuongphat.com,"117/13, KP3,Phường Bình Đa, Tp. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3833525,Mr. Tâm,TP. Kinh Doanh,0963 77 88 84(),phamnguyentam@gmail.com,vận tải container,,,,,,,,,
Công Ty Cổ Phần Dịch Vụ Cảng Đồng Nai,www.dnps.vn,"KP. Bình Dương, P. Long Bình Tân, TP. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3834247,Hotline,,(0251) 3834247,info@dnps.vn,vận tải container,,,,,,,,,
Hà Đức - Chi Nhánh Công Ty TNHH Cơ Khí Đóng Tàu Hà Đức,,"ấp Vĩnh Tuy, X. Long Tân,H. Nhơn Trạch,Đồng Nai, Việt Nam",(0251) 3521472,,,,,vận tải container,,,,,,,,,
Tâm Tín - Công Ty TNHH Tâm Tín,,"104/A2 ấp Nhị Hòa,X. Hiệp Hòa, Tp. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3950910,,,,tamtin79@yahoo.com,vận tải container,,,,,,,,,
Gia Thành - Công Ty TNHH Thương Mại Dịch Vụ Gia Thành,,"3/11 Quốc Lộ 15,Khu Phố 7, P. Tam Hiệp, Tp. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3915197,,,,ctgiathanh@gmail.com,vận tải container,,,,,,,,,
Doanh Nghiệp Tư Nhân Minh Nhật 2,,"7/1 Phạm Văn Thuận,Khu Phố 2, P. Tam Hiệp, Tp. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3911199,,,,,vận tải container,,,,,,,,,
Long Bình - Công Ty Cổ Phần Vận Tải Long Bình,,"Khu Phố 9,P. Tân Biên, Tp. Biên Hòa,Đồng Nai, Việt Nam",(0251) 3982031,,,,,vận tải container,,,,,,,,,
Vận Tải Hoa Lâm - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Hoa Lâm,www.vantaihoalam.com,"VPGD và Bãi xe: Lô G, đường số 9, KCN Sóng Thần II, TP. Dĩ An,Bình Dương, Việt Nam",Hotline: Mr. Nam,Ông Nguyễn Ngọc Nam,Phó Giám Đốc Kinh Doanh,0983.523.721(),info@vantaihoalam.com,vận tải container,,,,,,,,,
Vận Tải Anzen - Công Ty TNHH Dịch Vụ Vận Tải Anzen,www.vantaianzen.vn,"Tầng 4, Tòa 230 Office Building, Đường GS1, TP. Dĩ An,Bình Dương, Việt Nam",0813 774 977,Hotline,,0943 241 349(),vantaianzen@gmail.com,vận tải container,,,,,,,,,
Chành Xe Phân Bón Miền Tây - Nhà Xe Ngọc Thịnh,www.nhaxengocthinh.com,"Bình Dương,Bình Dương, Việt Nam",0919 843 222,Hotline,,0973 483 122(),,vận tải container,,,,,,,,,
Vận Tải Bá Ngọc - Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Bá Ngọc,www.vantaibangoc.com,"Đường D14, Khu Phố 4, Phường Thới Hòa, Thị Xã Bến Cát,Bình Dương, Việt Nam",0886 249 668,Mr. Lê Bá Ngọc,Giám Đốc,0886 249 668(),vtbangoc@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Xây Dựng Giang Hoàng Kiệt,www.gianghoangkiet.com,"109/7 Khu Phố Tân Phú 2, Phường Tân Bình, Thành Phố Dĩ An,Bình Dương, Việt Nam",0908 636 134,Mr. Trần Viết Nam,Giám đốc,0908 636 134,tvietnam72@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại - Dịch Vụ - Vận Tải Đỗ Đình Đức,www.vantaidodinhduc.com,"56/16A KP. Tân Phú 1, P. Tân Bình, TP. Dĩ An,Bình Dương, Việt Nam",(0274) 6262287,Mr. Nghĩa,,0983.485.377,ctydodinhduc@gmail.com,vận tải container,,,,,,,,,
Chi Nhánh Công Ty Trách Nhiệm Hữu Hạn Logitem Việt Nam Tại Bình Dương,www.logitemvietnam.vn,"Lô B2-07, Đường Số 01, KCN Tân Đông Hiệp B, PhườngTân Đông Hiệp, Thành phố Dĩ An,Bình Dương, Việt Nam",904853931,Mr. Lê Văn Cường,Phó ban Nhân sự tổng hợp,904853931,hr_hcm@logitemcorp.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải Trung Gia Long,,"Số 27/11, KP. Bình Đường II, P. An Bình, TP. Dĩ An,Bình Dương, Việt Nam",(0274) 3794397,,Nhân Viên,0933 875 502,vantaitrunggialong@gmail.com,vận tải container,,,,,,,,,
Công Ty Cổ Phần Container Miền Nam,www.containermiennam.com.vn,"Số 61/6, Đường ĐX 107, KP. 8, P. Hiệp An, TP. Thủ Dầu Một,Bình Dương, Việt Nam",(0274) 6556722,Hotline,,0913 660 439,containermiennam@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Một Thành Viên Tấn Trọng Nghĩa,www.tantrongnghia.com,"Số 1221/21B, KDC KP. Đông Thành, P. Tân Đông Hiệp, TP. Dĩ An,Bình Dương, Việt Nam",(0274) 37881755,Ông Đào Tấn Thương,,0918 000 124,thuong@tantrongnghia.com,vận tải container,,,,,,,,,
Vận Tải Đại Thịnh Phát - Công Ty TNHH Thương Mại - Dịch Vụ Giao Nhận Vận Tải Đại Thịnh Phát,www.vantaidaithinhphat.com,"Số 118M, Đường Nguyễn Thái Bình, Tổ 3, Khu Phố 9, Phường Phú Hòa, Thành Phố Thủ Dầu Một,Bình Dương, Việt Nam",091 777 4184,Hotline,,091 777 4184(),vantaidaithinhphat@gmail.com,vận tải container,,,,,,,,,
Công Ty Cổ Phần Tiếp Vận Sông Hồng Việt Nam,www.songhonglogistics.com.vn,"Nhà C15, KDC. Nam Thịnh, P. An Bình, TP. Dĩ An,Bình Dương, Việt Nam",(0274) 3773733,Ms. Hồ Thị Thành,NV. Kinh Doanh,0913 242 112,thuylt@songhonglogistics.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Sơn Trung Phát,www.stplogistics.bizz.vn,"Số 185, Tổ 5A, KP. Đông Ba, P. Bình Hòa, TP. Thuận An,Bình Dương, Việt Nam",(0274) 3765056,Ông Vũ Tiến Dũng,,0917 507 907,sontrungphat@gmail.com,vận tải container,,,,,,,,,
Xuất Nhập Khẩu CJ Line - Công Ty TNHH Xuất Nhập Khẩu CJ Line Việt Nam,,"Số 4/21 đường Nguyễn Thị Minh Khai, khu phố Tân Long, Phường Tân Đông Hiệp, Thành phố Dĩ An,Bình Dương, Việt Nam",971168223,Mr. Duy,Nhân Viên Kinh Doanh,0971 168 223,,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Và Dịch Vụ Vận Tải Long Phát,www.longphattransport.com,"Trụ sở chính:Số 944/54A, Đường 30/4, Phường 11, Thành Phố Vũng Tàu,Bà Rịa-Vũng Tàu, Việt Nam",0975 836 873,,,,vtlongphat@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Giao Nhận Vận Tải Bình Dương,,"Số 147/117/16B Đờng Nguyễn Thị Minh Khai, P. Phú Hòa, TP. Thủ Dầu Một,Bình Dương, Việt Nam",901239596,Mr. Quyền,,901239596,quyen.binhduongtrans@gmail.com,vận tải container,,,,,,,,,
Tuấn Kiệt Logistics - Công Ty TNHH Giao Nhận Vận Tải Tuấn Kiệt,www.tuankietlogistics.com,"113 Đường N4, KP. Thống Nhất, P. Dĩ An, TP. Dĩ An,Bình Dương, Việt Nam",0926 913 913,,,,sales@vanchuyenbinhduong.com.vn,vận tải container,,,,,,,,,
Vận Tải Vân Anh - Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Xuất Nhập Khẩu Vận Tải Vân Anh,www.vantaivananh.com.vn,"Số 345 Bùi Thị Xuân, Khu Phố Tân Phước, P. Tân Bình, TP. Dĩ An,Bình Dương, Việt Nam",0975.117.799,,,0905.311.115(),vantaivananh2016@gmail.com,vận tải container,,,,,,,,,
Vận Tải Anh Sơn - Công Ty TNHH DV Vận Tải Và Thương Mại Anh Sơn,www.anhson.com.vn,"Số 2/5B, KP. Bình Đáng, P. Bình Hòa, TP. Thuận An,Bình Dương, Việt Nam",(0274) 3787878,Hotline,,08 33 78 78 78,vantaianhson@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Thiên Phú,www.thienphuvina.com.vn,"39 Huỳnh Văn Lũy, P. Phú Lợi, TP. Thủ Dầu Một,Bình Dương, Việt Nam",(0274) 3898104,,,,giaodich@thienphuvina.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Khải Minh,,"421/9 Đường ĐX 70, KP. 5, P. Định Hòa, TP. Thủ Dầu Một,Bình Dương, Việt Nam",975255775,Mr. Hùng Tiến,,0975 255 775,vantaikhaiminhbd@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải Nguyễn Lê,www.vantaicontainer.vn,"36 Đường Số 4, KDC Hiệp Thành 3, Khu 7, P. Hiệp Thành, TP. Thủ Dầu Một,Bình Dương, Việt Nam",(0274) 3897760,Hotline,,974353413,huynh@thaohuynh.com,vận tải container,,,,,,,,,
Ngô Gia Logistics - Công Ty TNHH Giao Nhận Hàng Hóa Ngô Gia,,"Số 43 Nguyễn Văn Cừ, Khu Phố Chánh Lộc 7, Phường Chánh Mỹ, Thành Phố Thủ Dầu Một,Bình Dương, Việt Nam",0359 083 327,Mr. Ry,,0359 083 327(),vantaingogia24@gmail.com,vận tải container,,,,,,,,,
Chi Nhánh - Công Ty Cổ Phần Hưng Phát Container,www.hungphatcontainer.com,"Số 63 Ngõ 2 Nguyễn Sâm, P. Dịch vọng, Q. Cầu Giấy,Hà Nội, Việt Nam",0946 905 799,,,0974 295 899,ctyhungphatcontainer@gmail.com,vận tải container,,,,,,,,,
Vận Tải Logistics Gia Hân - Công Ty TNHH TM DV Vận Tải Logistics Gia Hân,www.giahanlogistics.com,"Số 30/21 Đường Bình Chuẩn 63, KP. Bình Phước B, P. Bình Chuẩn, TP. Thuận An,Bình Dương, Việt Nam",0372 244 820,Hotline,,0372 244 820(),,vận tải container,,,,,,,,,
Công Ty Cổ Phần Tiếp Vận Phạm Gia,www.pglvanchuyenkhohang.com,"Kho Số 3, Đường Số 19, KCN Sóng Thần,Bình Dương, Việt Nam",(0274) 6567999,Ông Chu Thành Nam,Trưởng Phòng Kinh Doanh,0902 211 284,namchu@phamgiagroup.vn,vận tải container,,,,,,,,,
Hợp Tác Xã Vận Tải Thành Công,Hợp Tác Xã Vận Tải Thành Công,"Số 9/1 Đường ĐX 71, KP. 5, P. Định Hòa, TP. Thủ Dầu Một,Bình Dương, Việt Nam",938010102,,,,vinhdang393@gmail.com,vận tải container,,,,,,,,,
Công Ty TNHH Vận Tải Thương Mại Vạn Thiên Phúc,www.vtp-co.com,"Nhà A3, Số 137/4A Đường Xuyên á, Xã An Bình, H. Dĩ An,Bình Dương, Việt Nam",(0274) 3793681,,,,vtp_transport@yahoo.com,vận tải container,,,,,,,,,
Chín Thành Đạt - Công Ty TNHH Chín Thành Đạt,www.ctd-ltd.com,"Tổ 15B,ấp Chiêu Liêu, X. Tân Đông Hiệp, H. Dĩ An,Bình Dương, Việt Nam",(0274) 3727837,,,,chinthanhdat@yahoo.com.vn,vận tải container,,,,,,,,,
Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Xuất Nhập Khẩu Lưu Vũ,,"Số 4/5A, KP. Bình Đức 2, P. Bình Hòa, TX. Thuận An,Bình Dương, Việt Nam",,,,,,vận tải container,,,,,,,,,
Vận Tải Yến Phúc Thịnh - Công Ty Trách Nhiệm Hữu Hạn Yến Phúc Thịnh,www.yenphucthinh-logistics.com,"Tổ 5, Khu Phố Ông Trịnh, P. Tân Phước, TX. Phú Mỹ,Bà Rịa-Vũng Tàu, Việt Nam",0961 900 900,Hotline,,0961 900 900(),hoangphuc@yenphucthinh-logistics.com,vận tải container,,,,,,,,,
